Mozilla/5.0 (Android 13; Mobile; SM-T350; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI SCL-L03; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 14; Mobile; GT-I9305T; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 15; Mobile; Redmi Note 5 Pro; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI Y540-U01; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; GT-S6810M; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; ZTE A2022L; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 14; Mobile; itel W6001; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; ZTE Blade A5 2020; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 8; Mobile; itel AndroidTV; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; vivo V3; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; itel L5007; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; ZTE S2010; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; vivo PD1415A; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 8; Mobile; ZTE Q805T; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 15; Mobile; Nokia 1 Plus; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; Redmi 8A Pro; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 11; Mobile; CPH2423; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 8; Mobile; TECNO P3S; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; SM-A7160; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; SM-M305F; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 4; Mobile; SM-N981U; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; GT-I5500B; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 4; Mobile; SM-T505C; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 13; Mobile; GT-I9195L; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 7; Mobile; SM-P585M; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 5; Mobile; TECNO KB2j; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; ZTE Blade G Plus; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 13; Mobile; TECNO R6; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; HUAWEI T8950N; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 5; Mobile; ASUS ZenFone 2E; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 8; Mobile; SM-G960U1; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; ZTE-T T9; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 12; Mobile; SM-G715FN; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 5; Mobile; Redmi K20 Pro; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; itel A11; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; SM-T562; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 4; Mobile; SM-G570M; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; ZTE BLADE A602; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 8; Mobile; SM-S918U1; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 13; Mobile; SM-G357M; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 4; Mobile; SM-W2018; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 11; Mobile; ZTE BLADE V0920; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 14; Mobile; ASUS_X003; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; CPH2009; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 6; Mobile; SM-C700X; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI Y518-T00; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 12; Mobile; SM-T335K; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; ZTE T912; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 8; Mobile; RMX2180; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 5; Mobile; ZTE Q5-T; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 14; Mobile; SM-T700; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI G730-U30; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; ZTE Geek 2 pro; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 5; Mobile; ZTE R84; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; TECNO Mobile KG6p; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 13; Mobile; SM-E426S; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; itel A41; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; Redmi 7; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 9; Mobile; RMX3142; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 12; Mobile; SM-A715F; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 12; Mobile; SM-G950U1; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 10; Mobile; ZTE BLADE V8 MINI; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; TECNO K9; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 13; Mobile; SM-G570Y; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 15; Mobile; SM-A710F; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 12; Mobile; RMX3393; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 15; Mobile; RMX3686; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; CPH2473; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; TECNO-J7; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 15; Mobile; ZTE B2017G; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 4; Mobile; ZTE-BLADE; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 6; Mobile; HUAWEI NXT-TL00; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; vivo 2005; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 5; Mobile; ZXY-ZTE_N8010; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 10; Mobile; TECNO P702A; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; itel A40; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; TECNO SA1S Pro; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; SM-G532M; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; ASUS_I001DC; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; ZTE V817; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; TECNO-W3LTE; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 12; Mobile; Nokia 3.4; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 9; Mobile; SM-A215U; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; RMX2190; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 4; Mobile; ZTE V889D; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; ZTE_V5; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; SM-G781U; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; SM-T700; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 12; Mobile; SM-G611L; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; Nokia C30; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; GT-S6810E; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; GT-I9300; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 10; Mobile; GT-I5800L; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 4; Mobile; ZTE U5; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; CPH2269; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 6; Mobile; ZTE V970T; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 6; Mobile; ZTE Q301C; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 12; Mobile; TECNO P702A; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; ASUS Pad TF300T; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI Y330-C00; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 12; Mobile; GT-I9063T; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 14; Mobile; CPH1861; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; ZTE N918St; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 12; Mobile; GT-S5283B; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 4; Mobile; MEIZU 18s Pro; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI G660-L075; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 8; Mobile; ZTE Blade L2; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; ZTE Blade G Lux; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 11; Mobile; ZTE-U V881; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 9; Mobile; SM-R875N; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 7; Mobile; GT-S7390G; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 13; Mobile; HUAWEI Y360-U82; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; M2007J17G; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 12; Mobile; CPH2411; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; SM-G960N; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; RMX3630; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; SM-T225C; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 10; Mobile; ZTE BLADE A0605; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 6; Mobile; SM-G610F; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 12; Mobile; SM-G130H; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 7; Mobile; SM-A307GT; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; SM-A236E; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; itel it1408; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 5; Mobile; itel P12; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; SM-A7000; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 11; Mobile; vivo Z3x; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; LG-M200; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; SM-A5000; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 4; Mobile; HUAWEI VNS-AL00; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; SM-E045F; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 5; Mobile; TECNO F2LTE; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 9; Mobile; SAMSUNG-SM-G530AZ; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 5; Mobile; ZTE B792; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 7; Mobile; SM-G720N0; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 9; Mobile; ZTE 2050; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 4; Mobile; RMX2202; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; GT-S5301; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 11; Mobile; SM-G3812; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 11; Mobile; SM-T330X; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; Redmi Note 9 Pro; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI CRO-L22; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; CPH2273; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; SM-J260FU; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 4; Mobile; TECNO CH6n; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 13; Mobile; ZTE BLADE V0720; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; SM-T970; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; CPH1807; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 7; Mobile; CPH2483; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; itel Prime 4; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 4; Mobile; SM-A705YN; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 9; Mobile; vivo 1907; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 13; Mobile; ZTE A2017U; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; ZTE U879; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 6; Mobile; GT-I9082; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 11; Mobile; SM-G3508I; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 6; Mobile; SM-A700F; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 12; Mobile; SM-J111M; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI MLA-TL00; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; Huawei 858; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI P2-6011-orange; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; RMX2193; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; SM-G9550; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; RMX2184; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 10; Mobile; SM-A300YZ; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; ZTE Blade L6; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 4; Mobile; ZTE GEEK II Pro 4G; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; GT-S5302; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 11; Mobile; vivo Y31; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 14; Mobile; HuaweiU8500; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 15; Mobile; SM-A300Y; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; SM-X906C; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 13; Mobile; ASUS_Z00XS; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; GT-S5830G; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 10; Mobile; SM-A300M; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; Unitel Smart 1; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 14; Mobile; SM-T520CC; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; SM-J7108; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 14; Mobile; SM-G950N; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; SM-N9150; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 11; Mobile; itel L6502; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 11; Mobile; SM-N9002; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 14; Mobile; ZTE T1002; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 10; Mobile; ZTE Axon 10 Pro; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 5; Mobile; SM-T590; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 11; Mobile; vivo 1901; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 4; Mobile; ZTE BA520; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI Ascend G525; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; SM-T2519; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; ZTE S221; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; SM-G1600; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 6; Mobile; ZXY-ZTE_V6700; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; CPH2293; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; GT-S7270L; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; TECNO R6; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 15; Mobile; ASUS_X00GD; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 11; Mobile; ZTE Grand S; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 9; Mobile; Redmi Note 8 Pro; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 13; Mobile; vivo Y55; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 10; Mobile; ZTE N790; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; MEIZU 18s; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; SM-G781W; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI P2-0000; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 13; Mobile; SM-G530M; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; RMX3430; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; SM-A536U; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 7; Mobile; SM-J530Y; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 5; Mobile; SM-G850K; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 6; Mobile; HUAWEI P7-L07; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 12; Mobile; M2007J17I; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 11; Mobile; vivo 1721; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; itel L6005; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 14; Mobile; HUAWEI U9510; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; ZTE U880s; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; GT-S5303B; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; SM-A3000; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; SM-G360V; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 7; Mobile; ASUS_X00RD; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; HUAWEI Y600-U00; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; SM-C7000; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 14; Mobile; RMX3263; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 8; Mobile; SM-G900MD; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 7; Mobile; SM-T700; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 9; Mobile; SM-N910R4; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 5; Mobile; SM-G9980; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 12; Mobile; GT-S5367; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 14; Mobile; SM-T377W; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 11; Mobile; itel L6502; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 10; Mobile; CPH2081; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; ASUS_Z00XSA; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 6; Mobile; ZTE 8030; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; itel W4002; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; Nokia X10; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 4; Mobile; SM-G360FY; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; ZTE Q5-C; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 14; Mobile; ZTE U956; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 7; Mobile; TECNO-Y3; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; SM-A716U; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; itel A31Plus; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; Nokia C2 Tennen; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 7; Mobile; GT-I8580; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 9; Mobile; SM-T707V; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; SM-A605F; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; M2007J3SG; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 7; Mobile; CPH2211; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; SM-G313MY; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 12; Mobile; SM-T385S; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 7; Mobile; Nokia X7; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 15; Mobile; SM-A426U; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 7; Mobile; SM-S136DL; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 6; Mobile; ZTE A7040; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; SM-A217N; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; SM-T820; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 4; Mobile; SM-N960W; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 12; Mobile; ASUS Tablet P1801-T; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 9; Mobile; ZTE-T U960s; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 10; Mobile; SM-T397U; rv:134.0) Gecko/134.0 Firefox/40.0
